rank,priority,score,address,name,size,caller_count,call_target_count,recovery_state,binding_category,binding_strategy,analysis_entry_agreement,ida9_relation,ghidra_relation,prototype
939,P3,3121,0x005F2AC0,?window_line_raw@Win@@QAEXHHHHHHI@Z,375,3,1,unrecovered,,,2,exact,exact,"void (__thiscall ?window_line_raw@Win@@QAEXHHHHHHI@Z)(Win* this, int, int, int xCoord, int yCoord, int, int, unsigned int)"
940,P3,3121,0x005F52E0,?bring_child_to_top@Win@@QAEXPAVWin@@@Z,188,3,1,unrecovered,,,2,exact,exact,"void (__thiscall ?bring_child_to_top@Win@@QAEXPAVWin@@@Z)(Win* this, Win*)"
941,P3,3121,0x005FE6D0,?reseed@Palette@@QAEXXZ,40,3,1,unrecovered,,,2,exact,exact,void (__thiscall ?reseed@Palette@@QAEXXZ)(Palette* this)
942,P3,3121,0x0062A280,?rewind@Flic@@QAEHXZ,57,3,1,unrecovered,,,2,exact,exact,int (__thiscall ?rewind@Flic@@QAEHXZ)(Flic* this)
943,P3,3121,0x0062BF20,??0PushButton@@QAE@XZ,238,3,1,unrecovered,,,2,exact,exact,void (__thiscall ??0PushButton@@QAE@XZ)(PushButton* this)
944,P3,3121,0x006339E0,??1NetFifo@@QAE@XZ,98,3,1,unrecovered,,,2,exact,exact,void (__thiscall ??1NetFifo@@QAE@XZ)(NetFifo* this)
945,P3,3121,0x006373A0,?advance_frame@Video@@QAEHXZ,390,3,1,unrecovered,,,2,exact,exact,int (__thiscall ?advance_frame@Video@@QAEHXZ)(Video* this)
946,P3,3120,0x00529F30,?net_end_of_turn@@YAXXZ,931,1,21,unrecovered,,,2,exact,exact,
947,P3,3120,0x0052C670,?can_call_council@@YAHHH@Z,525,3,1,unrecovered,,,2,exact,exact,
948,P3,3120,0x00583CB0,?design_new_veh@@YAXHH@Z,23,3,1,unrecovered,,,2,exact,exact,
949,P3,3120,0x00593280,?synch_energy@@YAXH@Z,34,3,1,unrecovered,,,2,exact,exact,
950,P3,3120,0x005932E0,?synch_leader@@YAXH@Z,34,3,1,unrecovered,,,2,exact,exact,
951,P3,3120,0x00593310,?synch_ai@@YAXH@Z,34,3,1,unrecovered,,,2,exact,exact,
952,P3,3120,0x00593420,?synch_obs@@YAXH@Z,34,3,1,unrecovered,,,2,exact,exact,
953,P3,3120,0x005C0CB0,?veh_find@@YAHHHHH@Z,249,3,1,unrecovered,,,2,exact,exact,
954,P3,3120,0x006272F0,?pop_close@@YAXXZ,22,3,1,unrecovered,,,2,exact,exact,
955,P3,3120,0x0063D6F0,sub_63d6f0,290,3,1,unrecovered,,,2,exact,exact,
956,P3,3120,0x0063E540,sub_63e540,79,3,1,unrecovered,,,2,exact,exact,
957,P3,3120,0x0063E590,sub_63e590,79,3,1,unrecovered,,,2,exact,exact,
958,P3,3120,0x0063FA80,sub_63fa80,530,3,1,unrecovered,,,2,exact,exact,
959,P3,3120,0x006439F0,_huft_build,1201,3,1,unrecovered,,,2,exact,exact,
960,P3,3021,0x00407A80,?load@AlphaSave@@QAEXXZ,350,2,10,unrecovered,,,2,exact,exact,void (__thiscall ?load@AlphaSave@@QAEXXZ)(AlphaSave* this)
961,P3,3021,0x00408710,?close@BaseWin@@QAEXXZ,1,3,0,unrecovered,,,2,exact,exact,void (__thiscall ?close@BaseWin@@QAEXXZ)(BaseWin* this)
962,P3,3021,0x00424870,?on_button_clicked@CouncWin@@QAEXH@Z,2374,0,30,unrecovered,,,2,exact,entry_range,"void (__thiscall ?on_button_clicked@CouncWin@@QAEXH@Z)(CouncWin* this, int)"
963,P3,3021,0x0042A630,?set_cat_unit@Datalink@@QAEXXZ,350,2,10,unrecovered,,,2,exact,exact,void (__thiscall ?set_cat_unit@Datalink@@QAEXXZ)(Datalink* this)
964,P3,3021,0x0042A790,?set_cat_chassis@Datalink@@QAEXXZ,356,2,10,unrecovered,,,2,exact,exact,void (__thiscall ?set_cat_chassis@Datalink@@QAEXXZ)(Datalink* this)
965,P3,3021,0x0042A900,?set_cat_reactor@Datalink@@QAEXXZ,346,2,10,unrecovered,,,2,exact,exact,void (__thiscall ?set_cat_reactor@Datalink@@QAEXXZ)(Datalink* this)
966,P3,3021,0x0042AA60,?set_cat_weapon@Datalink@@QAEXXZ,346,2,10,unrecovered,,,2,exact,exact,void (__thiscall ?set_cat_weapon@Datalink@@QAEXXZ)(Datalink* this)
967,P3,3021,0x0042ABC0,?set_cat_defense@Datalink@@QAEXXZ,346,2,10,unrecovered,,,2,exact,exact,void (__thiscall ?set_cat_defense@Datalink@@QAEXXZ)(Datalink* this)
968,P3,3021,0x0042AD20,?set_cat_ability@Datalink@@QAEXXZ,346,2,10,unrecovered,,,2,exact,exact,void (__thiscall ?set_cat_ability@Datalink@@QAEXXZ)(Datalink* this)
969,P3,3021,0x0042AE80,?set_cat_facility@Datalink@@QAEXXZ,345,2,10,unrecovered,,,2,exact,exact,void (__thiscall ?set_cat_facility@Datalink@@QAEXXZ)(Datalink* this)
970,P3,3021,0x0042B190,?set_cat_tech@Datalink@@QAEXXZ,355,2,10,unrecovered,,,2,exact,exact,void (__thiscall ?set_cat_tech@Datalink@@QAEXXZ)(Datalink* this)
971,P3,3021,0x0042B630,?set_cat_social@Datalink@@QAEXXZ,421,2,10,unrecovered,,,2,exact,exact,void (__thiscall ?set_cat_social@Datalink@@QAEXXZ)(Datalink* this)
972,P3,3021,0x0042B7E0,?set_cat_effect@Datalink@@QAEXXZ,340,2,10,unrecovered,,,2,exact,exact,void (__thiscall ?set_cat_effect@Datalink@@QAEXXZ)(Datalink* this)
973,P3,3021,0x0042B940,?set_cat_faction@Datalink@@QAEXXZ,355,2,10,unrecovered,,,2,exact,exact,void (__thiscall ?set_cat_faction@Datalink@@QAEXXZ)(Datalink* this)
974,P3,3021,0x0042BAB0,?set_cat_terraform@Datalink@@QAEXXZ,513,2,10,unrecovered,,,2,exact,exact,void (__thiscall ?set_cat_terraform@Datalink@@QAEXXZ)(Datalink* this)
975,P3,3021,0x0042EE30,?draw_ability@Datalink@@QAEXXZ,1644,1,20,unrecovered,,,2,exact,entry_range,void (__thiscall ?draw_ability@Datalink@@QAEXXZ)(Datalink* this)
976,P3,3021,0x0043A760,?select_armor@DesignWin@@QAEXXZ,797,1,20,unrecovered,,,2,exact,entry_range,void (__thiscall ?select_armor@DesignWin@@QAEXXZ)(DesignWin* this)
977,P3,3021,0x00445440,?energy_limit@@YAHH@Z,6,3,0,unrecovered,,,2,exact,exact,int (__cdecl ?energy_limit@@YAHH@Z)(int factionID)
978,P3,3021,0x00458DC0,?state_valid@InfoWin@@QAEHH@Z,282,3,0,unrecovered,,,2,exact,exact,"int (__thiscall ?state_valid@InfoWin@@QAEHH@Z)(InfoWin* this, int)"
979,P3,3021,0x0045D170,?on_iface_button_clicked@MainInterface@@QAEXH@Z,257,2,10,unrecovered,,,2,exact,exact,"void (__thiscall ?on_iface_button_clicked@MainInterface@@QAEXH@Z)(MainInterface* this, int)"
980,P3,3021,0x00480900,?draw_session_info@NetWin@@QAEXXZ,4598,1,20,unrecovered,,,2,exact,entry_range,void (__thiscall ?draw_session_info@NetWin@@QAEXXZ)(NetWin* this)
981,P3,3021,0x0048BC50,?close@PlanWin@@QAEXXZ,15,3,0,unrecovered,,,2,exact,exact,void (__thiscall ?close@PlanWin@@QAEXXZ)(PlanWin* this)
982,P3,3021,0x004A1140,?draw_score@ReportWin@@QAEXXZ,4296,1,20,unrecovered,,,2,exact,exact,void (__thiscall ?draw_score@ReportWin@@QAEXXZ)(ReportWin* this)
983,P3,3021,0x004B9F80,?close@StatusWin@@QAEXXZ,1,3,0,unrecovered,,,2,exact,exact,void (__thiscall ?close@StatusWin@@QAEXXZ)(StatusWin* this)
984,P3,3021,0x004C43F0,?pixel_to_tile@WorldWin@@QAEHHHPAH0@Z,227,3,0,unrecovered,,,2,exact,exact,"int (__thiscall ?pixel_to_tile@WorldWin@@QAEHHHPAH0@Z)(WorldWin* this, int, int, int*, int*)"
985,P3,3021,0x004C44E0,?tile_to_pixel@WorldWin@@QAEHHHPAH0@Z,242,3,0,unrecovered,,,2,exact,exact,"int (__thiscall ?tile_to_pixel@WorldWin@@QAEHHHPAH0@Z)(WorldWin* this, int, int, int*, int*)"
986,P3,3021,0x004C6EE0,?set_pitch@Wave@@QAEXH@Z,57,3,0,unrecovered,,,2,exact,exact,"void (__thiscall ?set_pitch@Wave@@QAEXH@Z)(Wave* this, int)"
987,P3,3021,0x004D2DE0,?disband@Console@@QAEXHH@Z,275,2,10,unrecovered,,,2,exact,exact,"void (__thiscall ?disband@Console@@QAEXHH@Z)(Console* this, int xCoord, int yCoord)"
988,P3,3021,0x004D9970,?editor_on@Console@@QAEXXZ,341,2,10,unrecovered,,,2,exact,exact,void (__thiscall ?editor_on@Console@@QAEXXZ)(Console* this)
989,P3,3021,0x004D9DE0,?on_button_clicked@DipEdit@@QAEXH@Z,2689,0,30,unrecovered,,,2,exact,entry_range,"void (__thiscall ?on_button_clicked@DipEdit@@QAEXH@Z)(DipEdit* this, int)"
990,P3,3021,0x004EFD50,?upgrade_cost@@YAHHHH@Z,303,3,0,unrecovered,,,2,exact,exact,"int (__cdecl ?upgrade_cost@@YAHHHH@Z)(int factionID, int protoIDInit, int protoIDUpg)"
991,P3,3021,0x00510B70,?next_cursor@Console@@QAEXXZ,281,2,10,unrecovered,,,2,exact,exact,void (__thiscall ?next_cursor@Console@@QAEXXZ)(Console* this)
992,P3,3021,0x0051D9F0,??1Console@@QAE@XZ,864,2,10,unrecovered,,,2,exact,entry_range,void (__thiscall ??1Console@@QAE@XZ)(Console* this)
993,P3,3021,0x0058FF70,?clear@PlayerLock@@QAEXXZ,38,3,0,unrecovered,,,2,exact,exact,void (__thiscall ?clear@PlayerLock@@QAEXXZ)(PlayerLock* this)
994,P3,3021,0x005904A0,?any_locks@Lock@@QAEHXZ,94,3,0,unrecovered,,,2,exact,exact,int (__thiscall ?any_locks@Lock@@QAEHXZ)(Lock* this)
995,P3,3021,0x005ABFF0,?get_rating@@YAHHH@Z,97,3,0,unrecovered,,,2,exact,exact,"int (__cdecl ?get_rating@@YAHHH@Z)(int factionID, int)"
996,P3,3021,0x005C1F20,?UNK1@Fractal@@QAEHHH@Z,153,3,0,unrecovered,,,2,exact,exact,"int (__thiscall ?UNK1@Fractal@@QAEHHH@Z)(Fractal* this, int, int)"
997,P3,3021,0x005D7030,?compute_min_size@GraphicWin@@QAEXXZ,272,3,0,unrecovered,,,2,exact,exact,void (__thiscall ?compute_min_size@GraphicWin@@QAEXXZ)(GraphicWin* this)
998,P3,3021,0x005EEE70,?client_to_nonclient@Win@@QAEXPAH0@Z,230,3,0,unrecovered,,,2,exact,exact,"void (__thiscall ?client_to_nonclient@Win@@QAEXPAH0@Z)(Win* this, int*, int*)"
999,P3,3021,0x005F5AD0,?on_nc_hittest@Win@@QAEHHH@Z,294,3,0,unrecovered,,,2,exact,exact,"int (__thiscall ?on_nc_hittest@Win@@QAEHHH@Z)(Win* this, int, int)"
1000,P3,3021,0x0060EB80,?set_state_id@CheckBox@@QAEXHH@Z,139,3,0,unrecovered,,,2,exact,exact,"void (__thiscall ?set_state_id@CheckBox@@QAEXHH@Z)(CheckBox* this, int, int)"
1001,P3,3021,0x006146A0,?UNK4@FileWin@@QAEXXZ,1209,2,10,unrecovered,,,2,exact,exact,void (__thiscall ?UNK4@FileWin@@QAEXXZ)(FileWin* this)
1002,P3,3021,0x00618080,?add_object@Caviar@@QAEHPAUCaviarData@@PAEH@Z,336,3,0,unrecovered,,,2,exact,exact,"int (__thiscall ?add_object@Caviar@@QAEHPAUCaviarData@@PAEH@Z)(Caviar* this, CaviarData*, LPBYTE, int)"
1003,P3,3021,0x0062BBF0,?close@AutoSound@@QAEXXZ,333,3,0,unrecovered,,,2,exact,exact,void (__thiscall ?close@AutoSound@@QAEXXZ)(AutoSound* this)
1004,P3,3020,0x00401BE0,sub_401be0,153,3,0,unrecovered,,,2,exact,exact,
1005,P3,3020,0x004216F0,sub_4216f0,284,3,0,unrecovered,,,2,exact,exact,
1006,P3,3020,0x00423000,?colortables_init_faction@@YAXH@Z,1422,1,20,unrecovered,,,2,exact,entry_range,
1007,P3,3020,0x004E3350,sub_4e3350,365,3,0,unrecovered,,,2,exact,entry_range,
1008,P3,3020,0x004E3730,sub_4e3730,365,3,0,unrecovered,,,2,exact,entry_range,
1009,P3,3020,0x0052DBA0,?current_server@@YAHXZ,70,3,0,unrecovered,,,2,exact,exact,
1010,P3,3020,0x0053A230,?mention_prototypes@@YAXHH@Z,614,2,10,unrecovered,,,2,exact,exact,
1011,P3,3020,0x0057DF00,?clear_bunglist@@YAXH@Z,47,3,0,unrecovered,,,2,exact,exact,
1012,P3,3020,0x00584B50,?abil_cond@@YAHHHHH@Z,431,3,0,unrecovered,,,2,exact,exact,
1013,P3,3020,0x005A9C10,?load_map_daemon@@YAHPAD@Z,413,2,10,unrecovered,,,2,exact,exact,
1014,P3,3020,0x005CF150,sub_5cf150,416,3,0,unrecovered,,,2,exact,exact,
1015,P3,3020,0x005D29E1,sub_5d29e1,319,3,0,unrecovered,,,2,exact,exact,
1016,P3,3020,0x005EFD00,sub_5efd00,27,3,0,unrecovered,,,2,exact,exact,
1017,P3,3020,0x005F2CE0,?set_def_focus@Win@@QAAXPAUWin@@@Z,10,3,0,unrecovered,,,2,exact,exact,
1018,P3,3020,0x00604900,?set_def_string_color@BasePop@@QAAXHHHH@Z,39,3,0,unrecovered,,,2,exact,exact,
1019,P3,3020,0x00604930,?set_def_string_color2@BasePop@@QAAXHHHH@Z,39,3,0,unrecovered,,,2,exact,exact,
1020,P3,3020,0x00604960,?set_def_string_color3@BasePop@@QAAXHHHH@Z,39,3,0,unrecovered,,,2,exact,exact,
1021,P3,3020,0x00607420,?set_def_text_color@BaseButton@@QAAXHHHH@Z,39,3,0,unrecovered,,,2,exact,exact,
1022,P3,3020,0x00611730,sub_611730,147,3,0,unrecovered,,,2,exact,exact,
1023,P3,3020,0x00626470,sub_626470,208,3,0,unrecovered,,,2,exact,exact,
1024,P3,3020,0x00628180,sub_628180,37,3,0,unrecovered,,,2,exact,exact,
1025,P3,3020,0x00628DB0,?RGB_to_HSV@@YAXPAUPALETTEENTRY@@PAUHSV@@@Z,375,3,0,unrecovered,,,2,exact,exact,
1026,P3,3020,0x00635510,sub_635510,587,2,10,unrecovered,,,2,exact,entry_range,
1027,P3,3020,0x006401B0,sub_6401b0,818,3,0,unrecovered,,,2,exact,exact,
1028,P3,3010,0x00631050,sub_631050,3001,0,30,unrecovered,,,1,exact,missing,
1029,P3,2921,0x00411240,?draw_nutrients@BaseWin@@QAEXH@Z,1864,1,19,unrecovered,,,2,exact,entry_range,"void (__thiscall ?draw_nutrients@BaseWin@@QAEXH@Z)(BaseWin* this, int)"
1030,P3,2921,0x0043AA00,?select_reactor@DesignWin@@QAEXXZ,750,1,19,unrecovered,,,2,exact,entry_range,void (__thiscall ?select_reactor@DesignWin@@QAEXXZ)(DesignWin* this)
1031,P3,2921,0x00469720,?draw_legend@MapWin@@QAEXXZ,442,2,9,unrecovered,,,2,exact,entry_range,void (__thiscall ?draw_legend@MapWin@@QAEXXZ)(MapWin* this)
1032,P3,2921,0x0047C530,?pick_faction@NetWin@@QAEXH@Z,1280,1,19,unrecovered,,,2,exact,entry_range,"void (__thiscall ?pick_faction@NetWin@@QAEXH@Z)(NetWin* this, int)"
1033,P3,2921,0x004B43E0,?say_orders@@YAXPADH@Z,1421,2,9,unrecovered,,,2,exact,exact,"void (__cdecl ?say_orders@@YAXPADH@Z)(int8*, int vehID)"
1034,P3,2921,0x004D26A0,?give_veh@Console@@QAEXH@Z,1052,2,9,unrecovered,,,2,exact,exact,"void (__thiscall ?give_veh@Console@@QAEXH@Z)(Console* this, int vehID)"
1035,P3,2921,0x0051BBA0,?load_proc@Console@@QAEXHH@Z,194,2,9,unrecovered,,,2,exact,exact,"void (__thiscall ?load_proc@Console@@QAEXHH@Z)(Console* this, int, int)"
1036,P3,2921,0x00530920,?add_lock@NetDaemon@@QAEHHHH@Z,369,2,9,unrecovered,,,2,exact,exact,"int (__thiscall ?add_lock@NetDaemon@@QAEHHHH@Z)(NetDaemon* this, int, int, int)"
1037,P3,2921,0x00531150,?automated_lock@NetDaemon@@QAEHPAHH@Z,422,2,9,unrecovered,,,2,exact,exact,"int (__thiscall ?automated_lock@NetDaemon@@QAEHPAHH@Z)(NetDaemon* this, int*, int)"
1038,P3,2921,0x00610540,?attach@SpriteBox@@QAEHPAUGraphicWin@@HHH@Z,917,2,9,unrecovered,,,2,exact,exact,"int (__thiscall ?attach@SpriteBox@@QAEHPAUGraphicWin@@HHH@Z)(SpriteBox* this, GraphicWin*, int, int, int)"
1039,P3,2921,0x0062D3A0,?jackal_init_real@@YAHPAUPalette@@PAUFont@@PADHHHH@Z,342,1,19,unrecovered,,,2,exact,exact,"int (__cdecl ?jackal_init_real@@YAHPAUPalette@@PAUFont@@PADHHHH@Z)(Palette* pPalEntries, Font* fontBuffer, int8* lpWindowName, int nDDTgl, int displayWidth, int displayHeight, int nCmdLineVal)"
1040,P3,2920,0x0048C360,?popv@@YAHPADPBDHH@Z,962,1,19,unrecovered,,,2,exact,entry_range,
1041,P3,2920,0x00639E60,sub_639e60,1049,2,9,unrecovered,,,2,exact,exact,
1042,P3,2821,0x00407F00,??1FileWin@@QAE@XZ,363,2,8,unrecovered,,,2,exact,entry_range,void (__thiscall ??1FileWin@@QAE@XZ)(FileWin* this)
1043,P3,2821,0x00440700,?init@DiploPop@@QAEXXZ,1654,1,18,unrecovered,,,2,exact,entry_range,void (__thiscall ?init@DiploPop@@QAEXXZ)(DiploPop* this)
1044,P3,2821,0x00472230,?init@MonuWin@@QAEHXZ,5432,1,18,unrecovered,,,2,exact,entry_range,int (__thiscall ?init@MonuWin@@QAEHXZ)(MonuWin* this)
1045,P3,2821,0x004951A0,?init@QuayleWin@@QAEHXZ,1313,2,8,unrecovered,,,2,exact,exact,int (__thiscall ?init@QuayleWin@@QAEHXZ)(QuayleWin* this)
1046,P3,2821,0x00497AC0,?right_menu@ReportWin@@QAEXHHH@Z,958,1,18,unrecovered,,,2,exact,entry_range,"void (__thiscall ?right_menu@ReportWin@@QAEXHHH@Z)(ReportWin* this, int, int, int)"
1047,P3,2821,0x004BEA50,?exec@UV2Player@@QAEHPADHHH@Z,869,1,18,unrecovered,,,2,exact,exact,"int (__thiscall ?exec@UV2Player@@QAEHPADHHH@Z)(UV2Player* this, LPSTR pszFileName, int, int, int)"
1048,P3,2821,0x004CB310,?action_go_to@@YAXH@Z,623,2,8,unrecovered,,,2,exact,exact,void (__cdecl ?action_go_to@@YAXH@Z)(int vehID)
1049,P3,2821,0x004CD2F0,?action_destruct@@YAXH@Z,481,2,8,unrecovered,,,2,exact,exact,void (__cdecl ?action_destruct@@YAXH@Z)(int vehID)
1050,P3,2821,0x004CDAF0,?shoot_it@@YAHHHHHH@Z,1814,2,8,unrecovered,,,2,exact,exact,"int (__cdecl ?shoot_it@@YAHHHHHH@Z)(int factionID1, int factionID2, int xCoord, int yCoord, int)"
1051,P3,2821,0x004D04E0,?unload@Console@@QAEXH@Z,470,2,8,unrecovered,,,2,exact,exact,"void (__thiscall ?unload@Console@@QAEXH@Z)(Console* this, int vehID)"
1052,P3,2821,0x004D2220,?sentry@Console@@QAEXHH@Z,667,2,8,unrecovered,,,2,exact,exact,"void (__thiscall ?sentry@Console@@QAEXHH@Z)(Console* this, int vehID, int)"
1053,P3,2821,0x004DA990,?read_check@DipEdit@@QAEXXZ,1035,2,8,unrecovered,,,2,exact,exact,void (__thiscall ?read_check@DipEdit@@QAEXXZ)(DipEdit* this)
1054,P3,2821,0x005D9BE0,?copy_to_window@Buffer@@QAEHPAVWin@@HHHHHH@Z,975,2,8,unrecovered,,,2,exact,exact,"int (__thiscall ?copy_to_window@Buffer@@QAEHPAVWin@@HHHHHH@Z)(Buffer* this, Win*, int, int, int, int, int, int)"
1055,P3,2821,0x005DF590,?write_pcx@Buffer@@QAEHPAD@Z,908,2,8,unrecovered,,,2,exact,entry_range,"int (__thiscall ?write_pcx@Buffer@@QAEHPAD@Z)(Buffer* this, int8*)"
1056,P3,2821,0x005E66A2,?draw_dest_unk1@Sprite@@QAEHPAUBuffer@@HHPAE@Z,3370,2,8,unrecovered,,,2,exact,exact,"int (__thiscall ?draw_dest_unk1@Sprite@@QAEHPAUBuffer@@HHPAE@Z)(Sprite* this, Buffer*, int, int, unsigned int8*)"
1057,P3,2821,0x005E741C,?draw_dest_source@Sprite@@QAEHPAUBuffer@@HHHPAE@Z,3328,2,8,unrecovered,,,2,exact,exact,"int (__thiscall ?draw_dest_source@Sprite@@QAEHPAUBuffer@@HHHPAE@Z)(Sprite* this, Buffer*, int, int, int, unsigned int8*)"
1058,P3,2821,0x005E81BC,?draw_dest_unk2@Sprite@@QAEHPAUBuffer@@HHHPAE@Z,3561,2,8,unrecovered,,,2,exact,exact,"int (__thiscall ?draw_dest_unk2@Sprite@@QAEHPAUBuffer@@HHHPAE@Z)(Sprite* this, Buffer*, int, int, int, unsigned int8*)"
1059,P3,2820,0x00451A10,?load_palette@@YAXXZ,747,1,18,unrecovered,,,2,exact,entry_range,
1060,P3,2820,0x005401A0,?buy_tech@@YAHHHHHH@Z,1158,1,18,unrecovered,,,2,exact,exact,
1061,P3,2820,0x00540630,?energy_trade@@YAHHH@Z,2755,1,18,unrecovered,,,2,exact,exact,
1062,P3,2820,0x005888E0,?popups_tutorial@@YAXXZ,222,2,8,unrecovered,,,2,exact,exact,
1063,P3,2820,0x0059D690,?popm@@YAHPADHHP6AHXZ@Z,969,1,18,unrecovered,,,2,exact,entry_range,
1064,P3,2820,0x005B0A30,?scenario_setup@@YAXXZ,825,2,8,unrecovered,,,2,exact,exact,
1065,P3,2721,0x0040C070,?facilities_click@BaseWin@@QAEHHHHH@Z,2002,1,17,unrecovered,,,2,exact,exact,"int (__thiscall ?facilities_click@BaseWin@@QAEHHHHH@Z)(BaseWin* this, int, int, int, int)"
1066,P3,2721,0x00420A70,??1BaseWin@@QAE@XZ,2201,1,17,unrecovered,,,2,exact,entry_range,void (__thiscall ??1BaseWin@@QAE@XZ)(BaseWin* this)
1067,P3,2721,0x00437BF0,?design_it@DesignWin@@QAEHXZ,2149,1,17,unrecovered,,,2,exact,exact,int (__thiscall ?design_it@DesignWin@@QAEHXZ)(DesignWin* this)
1068,P3,2721,0x0048FDD0,?destroy@PrefWin@@QAEXXZ,385,2,7,unrecovered,,,2,exact,exact,void (__thiscall ?destroy@PrefWin@@QAEXXZ)(PrefWin* this)
1069,P3,2721,0x00496E10,?on_left_click@ReportWin@@QAEXHH@Z,3104,0,27,unrecovered,,,2,exact,exact,"void (__thiscall ?on_left_click@ReportWin@@QAEXHH@Z)(ReportWin* this, int xCoord, int yCoord)"
1070,P3,2721,0x004A2210,?draw_intel@ReportWin@@QAEXXZ,4687,1,17,unrecovered,,,2,exact,exact,void (__thiscall ?draw_intel@ReportWin@@QAEXXZ)(ReportWin* this)
1071,P3,2721,0x004A41D0,?on_status@ReportIf@@QAEXH@Z,7426,0,27,unrecovered,,,2,exact,exact,"void (__thiscall ?on_status@ReportIf@@QAEXH@Z)(ReportIf* this, int)"
1072,P3,2721,0x004AEF10,?exit@SocialWin@@QAEXXZ,508,2,7,unrecovered,,,2,exact,exact,void (__thiscall ?exit@SocialWin@@QAEXXZ)(SocialWin* this)
1073,P3,2721,0x004D24C0,?hold@Console@@QAEXHH@Z,471,2,7,unrecovered,,,2,exact,exact,"void (__thiscall ?hold@Console@@QAEXHH@Z)(Console* this, int vehID, int)"
1074,P3,2721,0x004D95F0,?assemble@Console@@QAEXXZ,896,2,7,unrecovered,,,2,exact,exact,void (__thiscall ?assemble@Console@@QAEXXZ)(Console* this)
1075,P3,2721,0x004E0120,?editor_energy@Console@@QAEXXZ,238,2,7,unrecovered,,,2,exact,exact,void (__thiscall ?editor_energy@Console@@QAEXXZ)(Console* this)
1076,P3,2721,0x004E2240,??1DipEdit@@QAE@XZ,534,2,7,unrecovered,,,2,exact,entry_range,void (__thiscall ??1DipEdit@@QAE@XZ)(DipEdit* this)
1077,P3,2721,0x0050C340,?steal_tech@@YAHHHH@Z,367,2,7,unrecovered,,,2,exact,exact,"int (__cdecl ?steal_tech@@YAHHHH@Z)(int factionID1, int factionID2, int)"
1078,P3,2721,0x005303B0,?wait@NetDaemon@@QAEHPADPAHHH@Z,227,2,7,unrecovered,,,2,exact,exact,"int (__thiscall ?wait@NetDaemon@@QAEHPADPAHHH@Z)(NetDaemon* this, int8*, int*, int, int)"
1079,P3,2721,0x0054D410,?base_swap@@YAXHH@Z,2172,1,17,unrecovered,,,2,exact,exact,"void (__cdecl ?base_swap@@YAXHH@Z)(int factionIDRes, int factionIDReq)"
1080,P3,2721,0x005A9280,?map_data@@YAHPAUFILE@@HH@Z,621,2,7,unrecovered,,,2,exact,exact,"int (__cdecl ?map_data@@YAHPAUFILE@@HH@Z)(FILE* file, int, int)"
1081,P3,2721,0x005E2690,?load_pcx@Buffer@@QAEHPAEKPAVPalette@@HH@Z,1127,2,7,unrecovered,,,2,exact,exact,"int (__thiscall ?load_pcx@Buffer@@QAEHPAEKPAVPalette@@HH@Z)(Buffer* this, unsigned int8*, unsigned int, Palette*, int, int)"
1082,P3,2720,0x00422F20,?compare_palettes@@YAHXZ,236,2,7,unrecovered,,,2,exact,entry_range,
1083,P3,2621,0x00471530,?add_message@MessageWin@@QAEXPADH@Z,612,2,6,unrecovered,,,2,exact,exact,"void (__thiscall ?add_message@MessageWin@@QAEXPADH@Z)(MessageWin* this, int8* lpString, int)"
1084,P3,2621,0x004718C0,?on_selected@MessageWin@@QAEXHH@Z,1163,1,16,unrecovered,,,2,exact,entry_range,"void (__thiscall ?on_selected@MessageWin@@QAEXHH@Z)(MessageWin* this, int, int)"
1085,P3,2621,0x00491400,?on_button_clicked@PrefWin@@QAEXH@Z,1088,0,26,unrecovered,,,2,exact,entry_range,"void (__thiscall ?on_button_clicked@PrefWin@@QAEXH@Z)(PrefWin* this, int)"
1086,P3,2621,0x004C12A0,?vehdraw_draw@@YAXPAUBuffer@@HHHHHH@Z,1170,1,16,unrecovered,,,2,exact,exact,"void (__cdecl ?vehdraw_draw@@YAXPAUBuffer@@HHHHHH@Z)(Buffer*, int unitID, int, int, int, int, int)"
1087,P3,2621,0x004D8CD0,?set_bombing_run@Console@@QAEXHHH@Z,238,2,6,unrecovered,,,2,exact,exact,"void (__thiscall ?set_bombing_run@Console@@QAEXHHH@Z)(Console* this, int vehID, int xCoord, int yCoord)"
1088,P3,2621,0x004D9170,?arty@Console@@QAEXH@Z,349,2,6,unrecovered,,,2,exact,exact,"void (__thiscall ?arty@Console@@QAEXH@Z)(Console* this, int vehID)"
1089,P3,2621,0x00579510,?enemy_turn@@YAHH@Z,601,2,6,unrecovered,,,2,exact,exact,int (__cdecl ?enemy_turn@@YAHH@Z)(int factionID)
1090,P3,2621,0x005C8DA0,??0Gamma@@QAE@XZ,280,2,6,unrecovered,,,2,exact,entry_range,void (__thiscall ??0Gamma@@QAE@XZ)(Gamma* this)
1091,P3,2621,0x005F7580,?do_tracking@Win@@QAEXHH@Z,2247,2,6,unrecovered,,,2,exact,exact,"void (__thiscall ?do_tracking@Win@@QAEXHH@Z)(Win* this, int, int)"
1092,P3,2621,0x00603800,?calculate_dimensions@BasePop@@QAEHXZ,2770,1,16,unrecovered,,,2,exact,exact,int (__thiscall ?calculate_dimensions@BasePop@@QAEHXZ)(BasePop* this)
